,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
565,utblucand,"Season 4. From a hype train, to a train wreck",3/10,4 April 2020,"Really disappointed in this fourth part of money heist. From Gandi being immune to bullets to just killing Nairobi in front of them. How did that even happened? I think Nairobi had some much more to her character and it was painful to see her fall.But worst part was the script for professor, what happened to all his big smart plans? He just lost all his brain capacity just like that. Only good plan he had this season was the ""Pris plan"" but I wasn't satisfied with that. Why take her in their and what is there plan.
This whole season contained almost nothing about the actual heist, just about freeing Lisabon and a man that immune to bullets.I think they did a season that was almost unnecessary, with only fillers in all the characters script. Was it just me that didn't feel like I was watching ""Money heist""?Worst part was how they left us with a cliffhanger and how did she even get there with just a license plate. The real professor would never let a mistake like that happend.Overall not worth about 1 year of hype for it.",Money_heist
566,panattoninick,Incredible,10/10,20 November 2021,"I'm thru the 1st half of the 5th season and I don't understand the hate for the last couple of seasons. This is probably the best show I haven't watched in English along with Squid Game. It's pretty much impossible for me to give a 10 on any thing but I would say 9.3. Must Watch.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
567,georgiabackenhoff,Not so good,5/10,13 December 2021,"The first season was okay. The next few seasons, though... not so good. It's mediocre at best. It's like they forced the writer to write seasons 2 and up.
                
                    1 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
568,muhdhelmie-13909,"Worth your time, very good series ever in Netflix",10/10,22 September 2021,"This movie is Masterpiece, if you willing to be perfect leader, how to work in team. This movie was for you.This series show us, how important to be a perfect leader. Most important, never trust your goverment.Good action and actor, all the characters deserved an awards for this series.Cinematography was next level, soundtrack was entertaining.
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
569,arunsrid,Over rated and over hyped nonsense,3/10,9 May 2020,"First of all, I like spanish movies, heist based dramas, and themes based on people's revolution or resistance against the government, e.t.c, as long as the creators treat the audience's sensibilities with some level of respect and intelligence. That is not the case with La Casa de Papel. And for all the people who weirdly think that Season 1 and 2 were brilliant but only Season 3 and 4 ruined the show, let me tell you one thing - all 4 seasons were as dumb as anything I've ever seen.
Here is what we have - Robbers on a heist printing their own money in the bank, Robbers stealing the national gold reserves from the bank, Public loves the robbers and consider them heroes (oh boy !!), Robbers fall in love with hostages, hostages make love to robbers, robbers make love to robbers, Hostages become robbers, Chief of police investigating the case falls for the robbers leader's charms and decides to run away with him, becoming a fugitive herself (boy oh boy !!), Police teams with an IQ of a high school student are made to handle the case in all 4 seasons, and every battle won by the robbers against the dumb police is portrayed as a ""larger than life, world-class"" victory. I got sick and tired with the nonsense after Season 1 and through half of Season 2, and the only reason I kept watching Season 3 and 4 was to see whether there might be any tiny iota of intelligence and maturity from the police team (which would've calmed my nerves a bit !!), but sadly NO. I gave a 3 star rating only for Najwa Nimri (although her presence was only in few episodes of Season 3 and 4). If not for her, I would've rated a 1 star.
Spare yourself from this nonsensical money heist show which insults the audience's sensibilities. If you really want to watch action and adrenaline, which is atleast sensible and realistic, and treats the audience as someone with above average IQ levels, watch the series ""Fauda"" en Netflix, which is the story of undercover agents in Israel and Palestine, depicting the conflicts and on-going crisis between Israel and Palestine.",Money_heist
570,albundyz,good but plot has progressive holes,8/10,13 January 2022,"Good, I would recommend. Whenever I see movies/series like this, I want to be entertained. When something illogical happens, I often overlook it cuz the story is so entertaining. When the 2nd illogical thing happens, I still enjoy the story, but become a bit skeptical. Season 1 was great, but the accumulation of illogical things put a real damper on season 2.If you were a woman and put in charge of handling a NATIONAL EMERGENCY, would you take time out to find a boyfriend?If you had meticulously planned a robbery for a LONG time (min 5 months, but probably a year) would you look for romance in the middle of the heist?If you (#1 investigator) discover the mastermind of the robbery, would you walk into his warehouse alone? Or would you call for backup?Also, you stressed to your gang to have no personal relationships, yet 2 of the robbers are involved with hostages? And 2 other robbers have fallen in love AND you, the Professor, decided to get romantically involved with the #1 investigator? Wowall criticisms aside, enjoyed the show, but I can't give it a 10.",Money_heist
571,sasa-vujanovic-53-7081,Brilliant Idea turning into Spanish telenovela,4/10,19 February 2021,"A great idea turning slowly into a Spanish telenovela chewing gum.
                
                    4 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
572,SamudraAmbara,If not... A splendid story executed with superb craftmanship,1/10,28 March 2021,"This was created and carefully planned with precision and dedication, skills and love for the profession, executed with superb craftmanship. I do not mean the heist, a well planned coup by itself, I mean the series. 4 seasons, don't bother about seasons 3 & 4, they are just silly follow ups. Still a clear tenner, if not... Yes, regrettably, if not. This is not how women should be portrayed and left behind at the glorious end. Watch and judge for yourself. Now a one star series, one star for excellent cinematic craftmanship.
                
                    0 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
573,Boris_and_Natasha,Spent 2 seasons getting rid of...,3/10,31 July 2021,"Old, sick, and Slavs.3 stars for camera work and landscapes.Too much pathos for an unprepared viewer.",Money_heist
574,hart-sopi,Shame!,4/10,27 August 2019,"It started out very well, then became so silly.Really disappointing
                
                    12 out of 18 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
575,najeebspencershasan,5 stars to S1 and 2 and 2 for 3&4,7/10,30 June 2021,"S1 and S2 were good, unpredictable and had this shock value but 3 and 4, I was just forwarding the background story had nothing to offer and the pace was slow and the writers thought the audience is super dumb !! It became too emotional empty and with no background or even engaging story. Was a lot of scope to be better but guess writers weren't paid well.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
576,lpirc,"Another spanish soap opera, this time combined with an exciting bank robery",7/10,7 October 2019,"Let me start with saying, that even though it has multiple flaws, I am happy that I watched this series.
The story starts perfectly. It presents an extraordinary bank robbery plan, and it gives you action already in first episode. From there, almost every episode ends with a cliff hanger, so they keep your attention untill the very end. But as the story progress, it starts getting more and more flaws.
Maybe a bit typical for spanish series, there are 4 love stories progressing parallel with the main story. So the biggest story flaw in my opinion is, that each of those 4 robbers are ready to compromise the 1 bilion euros heist, for the purpose of love. How sweet, just like the real life, isn't it?
The second flaw is that all the action scenes are like some 80s action movie, where the main characters can't get shot. Well yes they can, but not in the shootout itself. There are bullets flying everywhere, but only narrowly missing them. Only later, when the drama music starts and when there is only one bullet left, that's the one that is going to hit one of them. Don't count this as a spoiler, when you'll hear that musuic accompanied with slow motion, you'll already know what to expect.
Then lets move to the main character, Tokyo. As I see in multiple reviews, I'm not the only one who founds her anoying. She is a rebel type emo girl, perhaps an idol for teenage girls, but up to an age of 15. Her acting is lacking of any facial expressions and her voice, which sadly is narrating the whole story is disturbingly anoying aswell.",Money_heist
577,ppde,Perfecto plan,7/10,5 September 2021,"Watched till season 2
Why there is no one dying. They point guns, then situation gets tensed up, and everytime there is decision, let's not kill..
2 whole seasons and they are still heisting money at same place. Hundred hours stretched..
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
578,nicolasarnhold,Laughable,1/10,5 December 2019,"There are a few options why this garbage of a series is rated this high (low/no standards, kids as audience, bought reviews) - and I'm not saying that ratings are indicative of the production's quality, however ""quality"" may be defined.In short: this series is laughably bad. Why? The whole acting, story etc. is so ridiculous I wondered a few times if Spanish audiences have a totally different movie language than other Western countries.For example, there is this bunch of school kids visiting the place to be robbed by a group of gangsters. A girl and a boy from that class exchange a few initial whatsapp messages and within minutes they hold hands and seconds later they kiss! Another few minutes and they make out on the toilet!! wtf???
Same thing with a guy and a woman from the gangster group. They look at each other during their first briefing, seated like a bunch of school kids with the ""professor"" in the front. Later that day, the guy appears at the room of the chick, she initially sends him away to only literally crash with him into the bed. And that's just the way sexual nonsense in the first episode.It goes on and on with cringe worthy dialogues and plots. The reason why the first of the robber's gets identified is because that guy left one of the school girls (then hostage) take a video to send it to her family. He leaves her with the phone in front of her to argue with a female robber (the one he hopped into the bed with), of course that chick uses the phone anyways - and of course she doesn't hide it because heavily armed criminals can't be dangerous. And so on and so on...",Money_heist
579,rafaellastrindade,Absolutely awesome!,10/10,23 March 2018,"One of the best series I've seen in a long time, it's exciting from the first to the last episode, I love it! 
Berlin character for me was the best, I had some great laughs with him.
                
                    53 out of 112 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
580,eydryan,A well made show which goes nowhere,7/10,24 January 2019,"I have to preface this by saying that I have been quite impressed by the first few episodes of this show, so much so that I didn't mind the foreign language or the weird acting by some of the cast. It's certainly worth a watch, and the premise is very interesting.However, the action is at times less believable and the pacing is really all over the place. Add to that the flat characters that never react to anything and the plot which just seems to float from episode to episode on the writers' whim, and you get something with a lot of potential but poor execution.Without going into too much detail, it is probably obvious to everyone that this is about a plan which doesn't work out entirely as intended, or they wouldn't have multiple seasons of it. As such, sometimes the ways the plan moves along or doesn't are very out exaggerated and unlikely, and it really bothers me as a viewer for some master criminals to be this incompetent at times. The ending of the first season especially, makes things feel like the work of street corner amateurs rather than true professionals, and there is no plan A, let alone B or C. And the way some problems with the plan get resolved makes us ask the question: why wasn't that just part of the plan from the beginning!The pacing as well is very inconsistent, with episodes which are full of action followed by episodes full of minor character drama and flashbacks which really don't go anywhere.Another criticism I want to leverage is that the characters are very one-dimensional, and even their main traits sometimes don't even matter as they become cardboard cutouts of people. The most present hostage, for example, goes through immense emotional states but none of them seem to change him in any way. The same goes for the robbers, they never change, they are never really affected, they just keep being at times a badass and at times absolute amateurs.Finally, I feel the biggest problem is that the plot itself is in such stark contrast to the premise of the show. I get that they wanted to create intrigue and conflict to move the story forward and stretch it out to many seasons, but you can't have the greatest plan in the world be constantly foiled by crappy plot points and cartoony drama.",Money_heist
581,rjd-91328,Which just can't you stop...,7/10,28 July 2018,"... When the climax is reached? The show starts as a masterpiece. I am still binge watching and almost done with season 2.
The show would be a perfect one season show. I would have given a 9 - they don't deserve 10 because of the plot holes. But season 2 is just too much. It doesn't get boring, but it just takes too long to end the story.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
582,beppe-21867,"Good, third season unwatchable",1/10,18 February 2020,"The third season was just awful and unwatchable, I give 6 stars for the first two seasons.
                
                    2 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
583,sewar-13675,Great but tons of unnecessary scenes,8/10,8 April 2020,"U have no idea The amount of scenes' i had to skip, believe me, I'm a tv addictor and i know when things are hellaa boring, plus if u Gonna watch every scene in this show, its good but do know you're wasting your time , Imagine Watching 2 parrots talking to each other and fighting and they ends up bestfriends it's exactly like this with most of characters ...just talking talking and talking
but its a rlly good show that I haven't seen in a while!
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
584,eleester,OVER RATED!,3/10,8 April 2020,"I dont get the craze over this show. Personally it is over rated and the plots are being dragged on for far too long. The crooks spent 5 months to prep for the heist, going through every single detail. From wearing the same uniform and masks to hide their true identity. Yet, they can't find the time to buy a pair of gloves! Of course, leave traces of your prints all over the mint!Also, their MO is very similar to that of the movie Inside Man. So for me that have watch Dalton Russell's work, find their move rather predictable. If you have watch Spike Lee's brilliant heist movie, then you can guess what is to come next with this show.Most of the characters are annoying with almost no character development. Some were played to be integral to the storyline but then later just left on the sidelines, ending up like a featured extra.The title Money Heist throws people off. I stopped after Season 2 because it became a love story more than an actual robbery. The robbers and hostages had time to fall in love as these sub plots is seriously ridiculous. I had to drag my feet to finish Season 1. The only reason I finish S2 is after reading the reviews here where some reviewers said to watch only up to S2. And so I did, regretfully.What a waste of time! Seriously an over rated show.",Money_heist
585,nmdx,Overrated.,7/10,19 July 2019,"At most on a level with shows like Prison Break, rather below it.
There are just too many better shows than this to justify a 8.6, seriously.
                
                    9 out of 19 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
586,iwndev,Lovely,9/10,6 April 2019,"I love the professor's references to Greek music and history, the script is excellent. It's funny and serious, clever and few times emotional... The dialogues between Moscow and Tokyo was truly intelligent but Berlin stole the impressions. The whole cast was fine except Arturito and Alison (they are annoying). All episodes are interesting, full of action and doses of mystery. I'm waiting season 3, i believe it's going to be as good as previous.
                
                    5 out of 8 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
587,ravindradv,Heist -- it's over rated----- don't watch & waste time,1/10,3 May 2020,"Writers are stretching story. In chaos, they acting more chaotic with their personal relationship & what entry Arturo Roman planned in season 4. Why to use copy who is having medical conditions. I felt bad for Spain people how they see this & is it military or police so dumb in Spain.....it's very boring by giving name money heist....you guys were showing daily soap relationship fights half of the time. & Freaking phyco people were plan to rob.........
                
                    92 out of 139 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
588,clkkerem-20362,awsome,10/10,27 April 2019,"Its very nice but Berlin died i dont exaggerate, the series is wonderful and i have never seen such a good series so far",Money_heist
589,mikimikison,Over rated nonsense soap opera.,3/10,6 October 2020,"Shut your brain off before watching, nothing makes sense and it would be enjoyable if you did or didn't have a brain at all, don't get the hype....
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
590,joelsabout,Slick gritty funny entertaining addictive plot twisting silly serious madness,9/10,22 December 2021,"All of the above with a little romance & robbery. Tried the subtitled version for a few episodes but went back to the dubbed which was actually quite well done.
                
                    0 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
591,ToughestMovieCritic,You won't be disappointed,9/10,20 May 2020,"Pull 2 all-nighters watching this show. It's really good and you won't be disappointed.
                
                    0 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
592,ashivchinna,"Boring to the Core, Please Don't Waste Your Time.",1/10,31 October 2020,"Doesn't even worth 1 star, I'd rate this 0.5 and thats only for Professor. Now don't try to watch this series for professor there are tons of videos on youtube on him. But don't waste your time in this. Can't understand how this series got fame, seriously... people being so tasteless these days, definitely one of the worst I've ever seen, Too Slow, Too much Laggy.
2 seasons of story can easily be shown in just 3-4 episodes now you can imagine how Slow and Laggy it is.
There are a lot better series then this one, please watch any other series you want-to from your list and don't forget to delete this series from your list.",Money_heist
593,mohitkumar-33393,This a masterpiece. Kindly dont go by the negative reviews.,10/10,15 May 2020,"The professor, he will keep your mind twisted and you'll love his acting. Hype comes from the uneasy atmosphere and one of the finest actors that this series has. Please go by the Meta Score. This series is a masterpiece in real. Waiting for the 5th season. Kindly watch and decide. Never ever trust fake reviews. The show kill keep you on the edge of your seats.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
594,jimmyaseto,I'd only recommend it to kids (Completely Unrealistic),2/10,28 November 2020,"It started well in Season 1 but come Season 2 it became a cartoon. Way too many coincidences and ""luck"" it's unrealistic. Any adult would pick out how such occurrences would almost never happen. Only a kid would enjoy such far fetched drama. Movie takes us back to the early 2000's movie where the director/writer bends & twists the movie to fit his imagination devoid of reality. I couldn't finish it as it became too detached
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
595,bora_anil,La Casa De Papel,10/10,28 September 2021,"La Casa De Papel is one of the best series in the world with it's cast and scenario . Tokyooo and Profesörr are my favourite characters :))
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
596,bora_anil,One Of The Best Series,10/10,4 December 2021,"It is one of the best series in the world with amazing characters , songs, scenario , action scenes, intelectual events and more and more things . Thank you producers for one of the best series in the world and history ...
                
                    3 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
597,aliehabcr,overrated,6/10,13 November 2020,"So overrated, if we are going to talk about the first 2 seasons it's average too because the idea is not so original too. but season 3 and season 4 were too ... I don't know what to say it doesn't have the magic of the first 2 seasons. first 2 seasons good seoson 3 and season 4 were not that good.
                
                    5 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
598,sujathakella,La casa de paper / Money heist,9/10,22 June 2021,"Watched money heist few days back.simply it is a proffesor graph series in my opinion. Wow,superb words are not enough for this series
Just Amazing .Eagerly waiting for 5th season.
                
                    5 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
599,Midget_1414,S1 and S2 were really good but the 2nd heist meh,4/10,13 January 2022,"S1 and 2 were on one bank heist which had a solid plot and the action was good. Season 3+ on the other hand was bad, we had these useless 5 minutes combat scenes where not a single person could land a shot, they were just shooting in walls and whatever. How the hell did Gandia even escape after executing Nairobi. Then you have the inaccuracies where they said clip every time instead of a magazine. The grenade scenes were ridiculous, the explosion was way too big and the RPG scene was also bad they shot right next to them and they all kept shooting the second after like nothing had happened. Also, a lot of them didn't even know how to hold a gun properly. Also, you have the cringy parts like the "" special forces "" that put on face paint to enter a building, is it supposed to make you blend in or something? They can't even aim and they just scream for no reason at all while shooting. Sure an average grunt might scream like a maniac but highly trained special forces aren't screaming around like morons for no reason. Honestly, I enjoyed the show at first but I'm glad they finally ended the show because the last 3 seasons were terrible. What was that pregnancy scene, was it really necessary like wtf.",Money_heist
600,slb-97507,Great Show,7/10,10 August 2021,"This definitely doesn't have the American type show feel, but if you can get past the voice overs it's worth watching. It's not predictable and has great action and drama.
                
                    5 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
601,n-chakaravarthy,Pretty good,7/10,17 April 2020,"Though not great, it's good. Decent acting. Masterpiece music and song.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
602,global_dan,Proof the Spanish can also do bad American TV,1/10,7 April 2018,"Netflix's recommendation algorithms clearly need some work if they think this was a 98% match. The initial premise is interesting but became an interminable endless series of: - ever widening plot holes and layers of implausibility - some of which have been mentioned in other reviews. Will I recover from a gunshot wound as quickly as some of the characters here? Where do all the pizzas and food come from? Is the Mint cafeteria still operating during the heist? Why is the lead investigator running around doing her own thing while the whole world's media watches the siege?
 - the repeated use of the Long Arm of Coincidence to move the plot along
 - levels of incompetence among the lead investigator, Spanish police and intelligence services which make the Keystone Cops look like a highly trained SWAT team
 - cut-out characters whom it is impossible identify with, let alone like.I hate-watched to the end to drink a shot of vodka each time another plot hole or implausibility came up, but ran out of alcohol long before this unnecessarily long series came to an end. Such a shame that the Spanish can cliche drama as badly as the Americans.",Money_heist
603,atnair,Totally stupid plot,3/10,14 April 2020,"Total stupidity. Does this series shows that Spanish police are brainless and no capable ones are there!! Or is o only professor is the only intelligent person. Too much drama and facts are hard to digest!!
                
                    14 out of 20 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
604,jwinzz,Let's all fall in love,3/10,27 November 2019,"I shut it off after three episodes. Right after the robbers and hostages started falling in love after one day!! Got comical actually. No thanks. Horrible script. I want those hours back. Grossly overrated.
                
                    5 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
605,Prophet89,Could have been so much more,6/10,15 September 2019,"Just finished the second season, which marks the end of the main story. In short - I feel a bit exhausted. Why? Because of the script. Overall there is great production value, the dialogues are well written, the characters are believable. But the story itself is not THAT original (Inside Man, anybody?) and on top of that, the whole story suffers greatly from the main and constantly overused plot device, or rather, a plot-cheat. It is something that's also predominantly present in another known and praised TV show - The Walking Dead. Can you guess? Yes, it's the characters' incompetence, borderline idiotic decisions and also the unbelievable coincidences or plain nonsense that are commonly incorporated into the narrative. For a keen eyed, intelligent and inquisitive viewer this feels like material for a good story riddled with a barrage of frustrating twists and turns. It is what is best described as lazy writing. Let me give you an example ""everything is going very well for our characters, then suddenly SOMETHING and one of them needs to go out of ""the plan"" to correct it. He has time and means to go prepared, he is a criminal mastermind and then we see him do some very incriminating activity without gloves. Aaaand this way we are soon in a whole lot bigger trouble. Which I accept, but we really could get there in some more sophisticated way. I really can't count the times I yelled at the screen wanting those supposedly hardened criminals to just grow a pair and get together. Not to mention the obvious nonsensical plot holes - like in one episode we learn that spanish policia has a protocol to close down the entire city in search of terrorists - which they enact to catch a single suspect, but when a group of criminals with a lot of money is getting away (just by a thread, of course) the police just stands there.Just started the third season and I see that there is no change for the better. Magically the satellite phones can be traced geographically (they can't actually, all you can know from the other side is which satellite the called is connected to, which gives you pretty much a quarter of the globe area). But if that was the case in the story, then we would have to make up some actually intelligent way for authorities to find our fugutives.All in all, there's plenty good here, but it's not like it's something that's never been done before. Except the language, it reeks of hollywood writing and directing style and not in a good way.6/10.",Money_heist
606,jozii89,With the Season 5 conclusion - best show ever!,10/10,17 December 2021,"I loved Money Heist when it first came out. Season 1 was fresh and exciting, season 2 saw a solid and very satisfying conclusion to the first heist. Brilliant stuff!I was sceptical toward season 3. How could they continue and trump what they had already done? I quickly realized that they were on to something, and throughly enjoyed where the show was going.Then half of season 3 and 4 let me down somewhat. Things became too drawn out. They're still good seasons - no part of Money Heist is ""bad"" - just a little too much of the same thing, and I wasn't a fan of all the flashbacks.My spirits were lifted again with the end of season 4, which ended the heist on a cliffhanger. I went into season 5 feeling excited again!And boy did season 5 deliver! I'd say it's the best season of them all, and now, looking back at the bigger picture of the show, Money Heist is one of the best shows ever!All those flashbacks I previously didn't like now make perfect sense. Everything is tied together, and there's a grander scope to the whole show that was never a thing in the first seasons. The show has been lifted from a cool idea with exciting characters and plot, to an epic like Game of Thrones.Unlike Game of Thrones, however, Money Heist gives itself proper time to reach its awesome (and immensely satisfying) conclusion. In hindsight, those ""filler episodes"" I didn't like in season 3 and 4 are a must. Game of Thrones could have used a few more seasons to reach the exact same conclusion it already did. Money Heist didn't make the same mistake by rushing it, but rather gave itself the proper space to build up to the satisfying conclusion. Now I'm super thankful for that.All this said, the show is not without its flaws. There are character choices I still question or don't understand. Perhaps I need to rewatch it at some point to find details I missed, and to view the seemingly random flashbacks in a different light.Though in all honesty, I likely never will. Because the beauty of this show is in the unknown, the excitement of where things will go next, the twists and turns and the big question - which is not IF they will make it, but rather HOW they will do so.I feel like I've watched an epic movie over the course of several years. Other shows should take note. It's rare to see such a well-calculated and coordinated conclusion and a show that feels like it had a plan all along, one it didn't tell the audience about but rather trusted us to see things through to the end. And those of us who did were rewarded.I think this is my only 10 on IMDB.",Money_heist
607,shiversad,This is what happens when you run out of ideas.,6/10,6 December 2021,"Quick info: I completed all 5 seasons and my rating which is 6 is just for the first 2 seasons, rest is 4 or 3.5, so when this series aired it was quite intriguing and new as it had fresh plot and good actors to cover for it and it
came from not netflix as mind you first two season was produced by another studio and it aired on spanish network and after that it was over, so netflix decided to rake in cash as it went very popular when they bought its right so they thought to make more seasons but sadly decision to make something will not match the stories kept in front of us, so thing happened is for season 3-5 they kept on running in circles as the stakes were big as budget was big but it went completely dumb and illogical on every part of its way for example ""if they were planing for this since the beginning then why go with the mint heist first"" and it same story in every season after 3 as they made same mistakes again and again and they kept messing it up with bs drama and romance which is downright cringey at point"" and they gave tokyo a back story which is so dumb that it will kill your braincells when you think why she was doing all this stuff, and professor as everyone think he is so intelligent made so many dumb decision as it felt like he is totally a different or dumb version after season 2, lastly writers and creators were just banking on characters popularity as they didn't have any story to begin and end with and now finally when it's over i can gladly say this is just a overrated mess of a show and if you decide to watch it then just go with season 1 and 2 as they were good and made some sense after its bs in the name of revolution and netflix is marketing it as the best series ever but it's just a mistake.",Money_heist
608,raghu-xyz,Overhyped,5/10,21 April 2020,"""Overhyped"" is the only word that come to my mind for this. I ywaned watching this trying to understand why this is so popular. It has started treating the audience for granted. The writing is just like a forgetable bollywood movie.
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
609,cheryl-lenamon,Lead Detective Character ruined the show,6/10,21 May 2020,"Pathetically weak, she broke every rule. Entertaining except for moments I wanted to scream at her. Maybe that's how Spanish women behave but it sure doesn't play in the US.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
610,vikas-ray1,best tv series yet on netflix so far but....,10/10,27 August 2019,"This is the best series i have watched on Netflix so far. all the drama, acting dialogues are written so well. just disappointed with on script where they habe to hire Pakistani hackers. seriously ??? Pakistan is not that good. there GDP is so poor. it could be any asian country like china japan korea etc. but why they have to take Pakistan name? so made at this.
                
                    2 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
611,mql21,Both entertaining and poor,6/10,25 April 2020,"""Money Heist"" or ""La casa de papel"" is a series whose success resides solely in its capacity to entertain the majority of us. But from an strictly technical point of view, Money Heist survives as a concatenation of sensacionalist sequences that are full of implausibly acquired technology and completely unnecessary moments to generate this constant tone of showmanship. When it comes to the script, despite having some interesting and well-written parts like the relationship between Berlin and Palermo in fourth season, the series abuses the deux ex machina trick making the plot and its formula become pretty bland, predictable and poor.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
612,foskla,Outstanding!,10/10,2 September 2019,"Maybe the best series I have ever watched. It has everything Love friendship fights laughter fear... It's totally unpredictable it keeps you in a constant agony from the beginning until the end The casting is amazing and the directing is one in 1 million you just can't pause it !
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
613,VicTanner44,God awful after season 1.5,1/10,20 July 2020,"Somewhere around halfway through season 2 very little takes place in the present. They're either going back to the glory days of planning or going back to show how brilliantly they saw the future. Then the political correctness thrown in and the portrayal of bank robbers as victims. This is one for the masses who play lotto, and like in the last episode I could stand to watch, would fight for ""free"" money dropped from the sky.
                
                    5 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
614,tincho-57649,"Copy of ""inside man"" of Denzel Washintong and Clive Owen",2/10,23 January 2018,"This show is too much alike to the movie ""inside man"" of 2006 in wich Denzel Washington and Clive Owen make a perfect interpretation.
The same turns... and the same tricks to fool the police... there are so little differences. 
They could do something diferent but the copy the same thing.
If you are thinking of watch this show... better see the movie ""Inside man"" that is way better than this one and is original. 
The performance of the actors are ok... 
Is well filmed..
But is a copy ...
                
                    29 out of 59 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
615,mramzaoy,Bollywood Show,5/10,4 April 2020,"Many scenes are unrealistic, and there are situations that stupidly raise the pressure of the viewer and a lot of coincidences
                
                    2 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
